Katalogid,DersAdi,Fakulte,alan_grubu,AKTSKredi,model_tahmin_akts,kural_akts,adaptif_akts_50_50,adaptif_akts_60_40,adaptif_akts_70_30,adaptif_akts_80_20,adaptif_akts,sapma,sapma_yuzde,karar,gerekce,K_bilissel,K_profil,K_etkinlik
115244,Eski Anadolu Kültür ve Uygarlığı ,Fen-Edebiyat,Fen-Sosyal,5,4.7472,5.4379,5.0926,5.0235,4.9544,4.8853,4.9544,-0.0456,-0.91,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.75 | kural_akts=5.44 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.95 | sapma=-0.9%",1.1,1.0,0.9887
115246,Osmanlı Sosyo Ekonomi Tarihi I,Fen-Edebiyat,Fen-Sosyal,5,4.3026,4.9435,4.623,4.559,4.4949,4.4308,4.4949,-0.5051,-10.1,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=4.30 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.49 | sapma=-10.1%",1.0,1.0,0.9887
115362,Ortaçağda Doğa Bilimleri,Fen-Edebiyat,Fen-Sosyal,5,5.1781,5.6025,5.3903,5.3479,5.3054,5.263,5.3054,0.3054,6.11,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=5.18 | kural_akts=5.60 (K_bilissel=1.13, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.31 | sapma=+6.1%",1.1333,1.0,0.9887
115361,Ortaçağda Yollar ve Ülkeler,Fen-Edebiyat,Fen-Sosyal,5,4.9381,5.7676,5.3528,5.2699,5.1869,5.104,5.1869,0.1869,3.74,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.94 | kural_akts=5.77 (K_bilissel=1.17, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.19 | sapma=+3.7%",1.1667,1.0,0.9887
115360,Ortaçağ Türk Tarihi II,Fen-Edebiyat,Fen-Sosyal,5,4.9573,5.8496,5.4034,5.3142,5.225,5.1358,5.225,0.225,4.5,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.96 | kural_akts=5.85 (K_bilissel=1.18, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.22 | sapma=+4.5%",1.1833,1.0,0.9887
115359,Tarihsel Sosyoloji II,Fen-Edebiyat,Fen-Sosyal,5,4.4273,6.4266,5.427,5.227,5.0271,4.8272,5.0271,0.0271,0.54,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.43 | kural_akts=6.43 (K_bilissel=1.30, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.03 | sapma=+0.5%",1.3,1.0,0.9887
115358,Doğu Sorunu,Fen-Edebiyat,Fen-Sosyal,5,4.446,5.4379,4.942,4.8428,4.7436,4.6444,4.7436,-0.2564,-5.13,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.45 | kural_akts=5.44 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.74 | sapma=-5.1%",1.1,1.0,0.9887
115357,Anılarla Milli Mücadele,Fen-Edebiyat,Fen-Sosyal,5,4.9438,5.6499,5.2968,5.2262,5.1556,5.085,5.1556,0.1556,3.11,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.94 | kural_akts=5.65 (K_bilissel=1.14, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.16 | sapma=+3.1%",1.1429,1.0,0.9887
115356,Kavramlarla Milli Mücadele,Fen-Edebiyat,Fen-Sosyal,5,5.169,5.8496,5.5093,5.4412,5.3732,5.3051,5.3732,0.3732,7.46,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=5.17 | kural_akts=5.85 (K_bilissel=1.18, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.37 | sapma=+7.5%",1.1833,1.0,0.9887
115354,Atatürk'ün Entelektüel Dünyası,Fen-Edebiyat,Fen-Sosyal,5,4.9251,6.0968,5.5109,5.3938,5.2766,5.1594,5.2766,0.2766,5.53,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.93 | kural_akts=6.10 (K_bilissel=1.23, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.28 | sapma=+5.5%",1.2333,1.0,0.9887
115351,Ortaçağ Tarihi Kaynakları,Fen-Edebiyat,Fen-Sosyal,5,4.9919,5.7676,5.3797,5.3022,5.2246,5.147,5.2246,0.2246,4.49,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.99 | kural_akts=5.77 (K_bilissel=1.17, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.22 | sapma=+4.5%",1.1667,1.0,0.9887
115350,Ortaçağ Türk Tarihi I,Fen-Edebiyat,Fen-Sosyal,5,4.9381,5.9322,5.4352,5.3357,5.2363,5.1369,5.2363,0.2363,4.73,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.94 | kural_akts=5.93 (K_bilissel=1.20, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.24 | sapma=+4.7%",1.2,1.0,0.9887
115349,Grekçe III,Fen-Edebiyat,Fen-Sosyal,5,5.3417,6.9209,6.1313,5.9734,5.8155,5.6575,5.8155,0.8155,16.31,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=5.34 | kural_akts=6.92 (K_bilissel=1.40, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.82 | sapma=+16.3%",1.4,1.0,0.9887
115348,Yeniçağ Osmanlı Tarihinin Kaynakları,Fen-Edebiyat,Fen-Sosyal,7,5.0022,7.844,6.4231,6.1389,5.8547,5.5706,5.8547,-1.1453,-16.36,Kabul edilebilir,"AKTS_mevcut=7.0 | model_tahmin=5.00 | kural_akts=7.84 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=1.02) | adaptif=5.85 | sapma=-16.4%",1.1,1.0,1.0187
115347,Tarihsel Sosyoloji I,Fen-Edebiyat,Fen-Sosyal,5,4.6541,5.7678,5.211,5.0996,4.9882,4.8768,4.9882,-0.0118,-0.24,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.65 | kural_akts=5.77 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=1.05) | adaptif=4.99 | sapma=-0.2%",1.1,1.0,1.0487
115346,Bilgi Sosyolojisi,Fen-Edebiyat,Fen-Sosyal,5,4.4113,5.4379,4.9246,4.8219,4.7193,4.6166,4.7193,-0.2807,-5.61,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.41 | kural_akts=5.44 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.72 | sapma=-5.6%",1.1,1.0,0.9887
115345,Eski Yunan Siyasi Tarihi,Fen-Edebiyat,Fen-Sosyal,5,4.6381,6.5363,5.5872,5.3974,5.2076,5.0177,5.2076,0.2076,4.15,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.64 | kural_akts=6.54 (K_bilissel=1.32, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.21 | sapma=+4.2%",1.3222,1.0,0.9887
115344,Erken Orta Çağda Germen Kavimleri,Fen-Edebiyat,Fen-Sosyal,5,4.8079,6.0419,5.4249,5.3015,5.1781,5.0547,5.1781,0.1781,3.56,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.81 | kural_akts=6.04 (K_bilissel=1.22, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.18 | sapma=+3.6%",1.2222,1.0,0.9887
115343,Dinler Tarihi I,Fen-Edebiyat,Fen-Sosyal,5,5.2075,6.303,5.7552,5.6457,5.5361,5.4266,5.5361,0.5361,10.72,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=5.21 | kural_akts=6.30 (K_bilissel=1.27, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.54 | sapma=+10.7%",1.275,1.0,0.9887
115363,Küresel Tarih I,Fen-Edebiyat,Fen-Sosyal,5,5.6072,5.685,5.6461,5.6383,5.6305,5.6228,5.6305,0.6305,12.61,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=5.61 | kural_akts=5.68 (K_bilissel=1.15, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.63 | sapma=+12.6%",1.15,1.0,0.9887
115365,Küreselleşme ve Türkiye,Fen-Edebiyat,Fen-Sosyal,5,4.5612,5.2732,4.9172,4.846,4.7748,4.7036,4.7748,-0.2252,-4.5,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.56 | kural_akts=5.27 (K_bilissel=1.07, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.77 | sapma=-4.5%",1.0667,1.0,0.9887
115367,Cumhuriyet Tarihi Okumaları,Fen-Edebiyat,Fen-Sosyal,5,4.8758,6.1794,5.5276,5.3972,5.2669,5.1365,5.2669,0.2669,5.34,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.88 | kural_akts=6.18 (K_bilissel=1.25, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.27 | sapma=+5.3%",1.25,1.0,0.9887
115369,Sözlü Tarih,Fen-Edebiyat,Fen-Sosyal,5,4.7411,5.6433,5.1922,5.102,5.0118,4.9215,5.0118,0.0118,0.24,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.74 | kural_akts=5.64 (K_bilissel=1.02, K_profil=1.05, K_etkinlik=1.05) | adaptif=5.01 | sapma=+0.2%",1.025,1.05,1.0487
115388,Kavramlar Tarihi,Fen-Edebiyat,Fen-Sosyal,5,5.4408,5.8496,5.6452,5.6043,5.5634,5.5226,5.5634,0.5634,11.27,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=5.44 | kural_akts=5.85 (K_bilissel=1.18, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.56 | sapma=+11.3%",1.1833,1.0,0.9887
115387,Britanya Siyasi Tarihi,Fen-Edebiyat,Fen-Sosyal,5,4.4925,4.9435,4.718,4.6729,4.6278,4.5827,4.6278,-0.3722,-7.44,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.49 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.63 | sapma=-7.4%",1.0,1.0,0.9887
115386,Tarihyazımında Otobiyografiler ve Anıların Kullanımı,Fen-Edebiyat,Fen-Sosyal,5,4.9947,5.685,5.3398,5.2708,5.2018,5.1328,5.2018,0.2018,4.04,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.99 | kural_akts=5.68 (K_bilissel=1.15, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.20 | sapma=+4.0%",1.15,1.0,0.9887
115385,Türk Dış Politikası,Fen-Edebiyat,Fen-Sosyal,5,4.9577,5.5085,5.2331,5.178,5.1229,5.0679,5.1229,0.1229,2.46,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.96 | kural_akts=5.51 (K_bilissel=1.11, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.12 | sapma=+2.5%",1.1143,1.0,0.9887
115384,İmparatorluktan Ulusal Devlete,Fen-Edebiyat,Fen-Sosyal,5,4.8758,6.1794,5.5276,5.3972,5.2669,5.1365,5.2669,0.2669,5.34,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.88 | kural_akts=6.18 (K_bilissel=1.25, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.27 | sapma=+5.3%",1.25,1.0,0.9887
115383,Ortaçağ Türk Uygarlığı II,Fen-Edebiyat,Fen-Sosyal,5,5.159,5.6025,5.3808,5.3364,5.292,5.2477,5.292,0.292,5.84,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=5.16 | kural_akts=5.60 (K_bilissel=1.13, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.29 | sapma=+5.8%",1.1333,1.0,0.9887
115382,Ortaçağ Tarih Yazıcılığı II,Fen-Edebiyat,Fen-Sosyal,5,5.2703,5.7345,5.5024,5.456,5.4096,5.3631,5.4096,0.4096,8.19,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=5.27 | kural_akts=5.73 (K_bilissel=1.16, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.41 | sapma=+8.2%",1.16,1.0,0.9887
115381,Ortaçağ Türk Devlet Teşkilatı,Fen-Edebiyat,Fen-Sosyal,5,4.9626,5.9322,5.4474,5.3504,5.2535,5.1565,5.2535,0.2535,5.07,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.96 | kural_akts=5.93 (K_bilissel=1.20, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.25 | sapma=+5.1%",1.2,1.0,0.9887
115342,Antik Yunan ve Roma’da Tarihyazıcılığı,Fen-Edebiyat,Fen-Sosyal,5,4.9408,5.8225,5.3817,5.2935,5.2053,5.1171,5.2053,0.2053,4.11,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.94 | kural_akts=5.82 (K_bilissel=1.18, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.21 | sapma=+4.1%",1.1778,1.0,0.9887
115380,Osmanlı Anayasal Hareketleri II,Fen-Edebiyat,Fen-Sosyal,5,4.7744,6.4266,5.6005,5.4353,5.2701,5.1048,5.2701,0.2701,5.4,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.77 | kural_akts=6.43 (K_bilissel=1.30, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.27 | sapma=+5.4%",1.3,1.0,0.9887
115378,Avrupa Toplumsal ve Ekonomik Tarihi Üzerine Okumalar II,Fen-Edebiyat,Fen-Sosyal,5,4.4925,4.9435,4.718,4.6729,4.6278,4.5827,4.6278,-0.3722,-7.44,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.49 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.63 | sapma=-7.4%",1.0,1.0,0.9887
115377,Kadın Tarihi,Fen-Edebiyat,Fen-Sosyal,5,5.083,5.5204,5.3017,5.258,5.2142,5.1705,5.2142,0.2142,4.28,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=5.08 | kural_akts=5.52 (K_bilissel=1.12, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.21 | sapma=+4.3%",1.1167,1.0,0.9887
115376,Cumhuriyet'e Dışarıdan Bakmak,Fen-Edebiyat,Fen-Sosyal,5,4.5088,4.9435,4.7262,4.6827,4.6392,4.5957,4.6392,-0.3608,-7.22,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.51 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.64 | sapma=-7.2%",1.0,1.0,0.9887
115375,Küresel Tarih II,Fen-Edebiyat,Fen-Sosyal,5,4.5312,4.9435,4.7374,4.6961,4.6549,4.6137,4.6549,-0.3451,-6.9,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.53 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.65 | sapma=-6.9%",1.0,1.0,0.9887
115374,Tarihyazımı ve Milliyetçilik Teorileri,Fen-Edebiyat,Fen-Sosyal,5,4.4113,5.4379,4.9246,4.8219,4.7193,4.6166,4.7193,-0.2807,-5.61,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.41 | kural_akts=5.44 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.72 | sapma=-5.6%",1.1,1.0,0.9887
115373,Osmanlı Yakınçağ Tarihi Kaynakları II,Fen-Edebiyat,Fen-Sosyal,5,4.8333,6.5912,5.7122,5.5365,5.3607,5.1849,5.3607,0.3607,7.21,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.83 | kural_akts=6.59 (K_bilissel=1.33, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.36 | sapma=+7.2%",1.3333,1.0,0.9887
115372,Osmanlı Mutfak Kültürü,Fen-Edebiyat,Fen-Sosyal,5,4.3605,4.9435,4.652,4.5937,4.5354,4.4771,4.5354,-0.4646,-9.29,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.36 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.54 | sapma=-9.3%",1.0,1.0,0.9887
115370,Osmanlı Anayasal Hareketleri I,Fen-Edebiyat,Fen-Sosyal,5,5.0302,5.7485,5.3894,5.3175,5.2457,5.1739,5.2457,0.2457,4.91,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=5.03 | kural_akts=5.75 (K_bilissel=1.13, K_profil=1.00, K_etkinlik=1.02) | adaptif=5.25 | sapma=+4.9%",1.1286,1.0,1.0187
115379,Osmanlı Sosyal ve Kültürel Tarihi II,Fen-Edebiyat,Fen-Sosyal,5,4.2629,5.3746,4.8188,4.7076,4.5964,4.4852,4.5964,-0.4036,-8.07,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.26 | kural_akts=5.37 (K_bilissel=1.02, K_profil=1.00, K_etkinlik=1.05) | adaptif=4.60 | sapma=-8.1%",1.025,1.0,1.0487
115341,Dinler Tarihi II,Fen-Edebiyat,Fen-Sosyal,5,5.2898,6.303,5.7964,5.6951,5.5938,5.4924,5.5938,0.5938,11.88,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=5.29 | kural_akts=6.30 (K_bilissel=1.27, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.59 | sapma=+11.9%",1.275,1.0,0.9887
115340,Latince I,Fen-Edebiyat,Fen-Sosyal,5,4.9583,6.1794,5.5688,5.4467,5.3246,5.2025,5.3246,0.3246,6.49,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.96 | kural_akts=6.18 (K_bilissel=1.25, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.32 | sapma=+6.5%",1.25,1.0,0.9887
115339,Grekçe I,Fen-Edebiyat,Fen-Sosyal,5,4.8187,6.9209,5.8698,5.6596,5.4494,5.2391,5.4494,0.4494,8.99,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.82 | kural_akts=6.92 (K_bilissel=1.40, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.45 | sapma=+9.0%",1.4,1.0,0.9887
115293,Cumhuriyet Dönemi İktisat Tarihi,Fen-Edebiyat,Fen-Sosyal,5,4.4104,4.9435,4.677,4.6236,4.5703,4.517,4.5703,-0.4297,-8.59,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.41 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.57 | sapma=-8.6%",1.0,1.0,0.9887
115292,Selçuklu Tarihi,Fen-Edebiyat,Fen-Sosyal,5,4.2027,5.2401,4.7214,4.6177,4.5139,4.4102,4.5139,-0.4861,-9.72,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.20 | kural_akts=5.24 (K_bilissel=1.06, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.51 | sapma=-9.7%",1.06,1.0,0.9887
115291,Türk Kültür Tarihi,Fen-Edebiyat,Fen-Sosyal,5,4.8063,5.4379,5.1221,5.0589,4.9958,4.9326,4.9958,-0.0042,-0.08,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.81 | kural_akts=5.44 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.00 | sapma=-0.1%",1.1,1.0,0.9887
115290,Osmanlıca I,Fen-Edebiyat,Fen-Sosyal,6,5.5564,6.6441,6.1002,5.9915,5.8827,5.7739,5.8827,-0.1173,-1.96,Güçlü uyum,"AKTS_mevcut=6.0 | model_tahmin=5.56 | kural_akts=6.64 (K_bilissel=1.12, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.88 | sapma=-2.0%",1.12,1.0,0.9887
115289,Osmanlı Tarihi IV,Fen-Edebiyat,Fen-Sosyal,5,4.5088,4.9435,4.7262,4.6827,4.6392,4.5957,4.6392,-0.3608,-7.22,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.51 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.64 | sapma=-7.2%",1.0,1.0,0.9887
115288,Milli Mücadelenin Ekonomik Tarihi,Fen-Edebiyat,Fen-Sosyal,5,4.4402,5.2732,4.8567,4.7734,4.6901,4.6068,4.6901,-0.3099,-6.2,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.44 | kural_akts=5.27 (K_bilissel=1.07, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.69 | sapma=-6.2%",1.0667,1.0,0.9887
115287,Milli Mücadelenin Sosyal Tarihi,Fen-Edebiyat,Fen-Sosyal,5,4.6488,5.1907,4.9197,4.8656,4.8114,4.7572,4.8114,-0.1886,-3.77,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.65 | kural_akts=5.19 (K_bilissel=1.05, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.81 | sapma=-3.8%",1.05,1.0,0.9887
115286,Tarih Semineri II,Fen-Edebiyat,Fen-Sosyal,5,4.7413,5.2435,4.9924,4.9422,4.892,4.8417,4.892,-0.108,-2.16,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.74 | kural_akts=5.24 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.05) | adaptif=4.89 | sapma=-2.2%",1.0,1.0,1.0487
115294,Geç Osmanlı Erken Cumhuriyet Dönemi Okuma Kültürü,Fen-Edebiyat,Fen-Sosyal,5,4.9799,5.7676,5.3737,5.295,5.2162,5.1374,5.2162,0.2162,4.32,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.98 | kural_akts=5.77 (K_bilissel=1.17, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.22 | sapma=+4.3%",1.1667,1.0,0.9887
115285,Tarih Semineri I,Fen-Edebiyat,Fen-Sosyal,5,4.5671,5.0935,4.8303,4.7777,4.725,4.6724,4.725,-0.275,-5.5,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.57 | kural_akts=5.09 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.72 | sapma=-5.5%",1.0,1.0,1.0187
115282,Osmanlı Tarihi III,Fen-Edebiyat,Fen-Sosyal,5,4.4682,4.9435,4.7058,4.6583,4.6108,4.5633,4.6108,-0.3892,-7.78,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.47 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.61 | sapma=-7.8%",1.0,1.0,0.9887
115280,Osmanlı Tarihi II,Fen-Edebiyat,Fen-Sosyal,5,4.5312,4.9435,4.7374,4.6961,4.6549,4.6137,4.6549,-0.3451,-6.9,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.53 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.65 | sapma=-6.9%",1.0,1.0,0.9887
115279,Avrupa Tarihi II,Fen-Edebiyat,Fen-Sosyal,5,4.2663,4.9435,4.6049,4.5372,4.4695,4.4017,4.4695,-0.5305,-10.61,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=4.27 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.47 | sapma=-10.6%",1.0,1.0,0.9887
115278,Avrupa Tarihi I,Fen-Edebiyat,Fen-Sosyal,5,4.4104,4.9435,4.677,4.6236,4.5703,4.517,4.5703,-0.4297,-8.59,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.41 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.57 | sapma=-8.6%",1.0,1.0,0.9887
115277,Osmanlı Tarihi I,Fen-Edebiyat,Fen-Sosyal,5,4.4104,4.9435,4.677,4.6236,4.5703,4.517,4.5703,-0.4297,-8.59,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.41 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.57 | sapma=-8.6%",1.0,1.0,0.9887
115275,Uygarlık Tarihi,Fen-Edebiyat,Fen-Sosyal,5,4.3868,5.4379,4.9124,4.8072,4.7021,4.597,4.7021,-0.2979,-5.96,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.39 | kural_akts=5.44 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.70 | sapma=-6.0%",1.1,1.0,0.9887
115252,Bitirme Tezi,Fen-Edebiyat,Fen-Sosyal,5,4.4751,5.7049,5.09,4.967,4.844,4.7211,4.844,-0.156,-3.12,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.48 | kural_akts=5.70 (K_bilissel=1.07, K_profil=1.05, K_etkinlik=1.02) | adaptif=4.84 | sapma=-3.1%",1.0667,1.05,1.0187
115251,Bitirme Tezi,Fen-Edebiyat,Fen-Sosyal,5,4.4358,5.2732,4.8545,4.7708,4.687,4.6033,4.687,-0.313,-6.26,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.44 | kural_akts=5.27 (K_bilissel=1.07, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.69 | sapma=-6.3%",1.0667,1.0,0.9887
115284,Osmanlı Teşkilat ve Sosyo-Ekonomik Tarihi II,Fen-Edebiyat,Fen-Sosyal,5,4.9338,5.6356,5.2847,5.2145,5.1443,5.0742,5.1443,0.1443,2.89,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.93 | kural_akts=5.64 (K_bilissel=1.14, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.14 | sapma=+2.9%",1.14,1.0,0.9887
113230,Su Altı Araştırma ve Kazı Teknikleri,Fen-Edebiyat,Fen-Sosyal,5,4.4916,5.5621,5.0268,4.9198,4.8128,4.7057,4.8128,-0.1872,-3.74,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.49 | kural_akts=5.56 (K_bilissel=1.04, K_profil=1.05, K_etkinlik=1.02) | adaptif=4.81 | sapma=-3.7%",1.04,1.05,1.0187
115298,Osmanlıca II,Fen-Edebiyat,Fen-Sosyal,5,5.2047,5.8333,5.519,5.4561,5.3933,5.3304,5.3933,0.3933,7.87,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=5.20 | kural_akts=5.83 (K_bilissel=1.18, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.39 | sapma=+7.9%",1.18,1.0,0.9887
115303,Karşılaştırmalı Modernleşme II,Fen-Edebiyat,Fen-Sosyal,5,4.6328,6.0558,5.3443,5.202,5.0597,4.9174,5.0597,0.0597,1.19,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.63 | kural_akts=6.06 (K_bilissel=1.23, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.06 | sapma=+1.2%",1.225,1.0,0.9887
115338,Latince II,Fen-Edebiyat,Fen-Sosyal,5,4.8737,6.1794,5.5266,5.396,5.2654,5.1348,5.2654,0.2654,5.31,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.87 | kural_akts=6.18 (K_bilissel=1.25, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.27 | sapma=+5.3%",1.25,1.0,0.9887
