Katalogid,DersAdi,Fakulte,alan_grubu,AKTSKredi,model_tahmin_akts,kural_akts,adaptif_akts_50_50,adaptif_akts_60_40,adaptif_akts_70_30,adaptif_akts_80_20,adaptif_akts,sapma,sapma_yuzde,karar,gerekce,K_bilissel,K_profil,K_etkinlik
115177,Çince’ye Giriş I,Fen-Edebiyat,Fen-Sosyal,5,4.5034,5.1412,4.8223,4.7585,4.6947,4.631,4.6947,-0.3053,-6.11,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.50 | kural_akts=5.14 (K_bilissel=1.04, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.69 | sapma=-6.1%",1.04,1.0,0.9887
115174,Orta Asya Türk Tarihi II,Fen-Edebiyat,Fen-Sosyal,5,4.1092,5.3672,4.7382,4.6124,4.4866,4.3608,4.4866,-0.5134,-10.27,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=4.11 | kural_akts=5.37 (K_bilissel=1.09, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.49 | sapma=-10.3%",1.0857,1.0,0.9887
115212,Tarih Metodolojisi. II,Fen-Edebiyat,Fen-Sosyal,6,4.9433,7.0,5.9716,5.766,5.5603,5.3546,5.5603,-0.4397,-7.33,Güçlü uyum,"AKTS_mevcut=6.0 | model_tahmin=4.94 | kural_akts=7.00 (K_bilissel=1.18, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.56 | sapma=-7.3%",1.18,1.0,0.9887
115213,Tarih Felsefesi I,Fen-Edebiyat,Fen-Sosyal,5,5.1239,5.6665,5.3952,5.3409,5.2867,5.2324,5.2867,0.2867,5.73,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=5.12 | kural_akts=5.67 (K_bilissel=1.11, K_profil=1.00, K_etkinlik=1.02) | adaptif=5.29 | sapma=+5.7%",1.1125,1.0,1.0187
115214,Düşünce Tarihi I,Fen-Edebiyat,Fen-Sosyal,5,4.2564,5.1289,4.6927,4.6054,4.5182,4.4309,4.5182,-0.4818,-9.64,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.26 | kural_akts=5.13 (K_bilissel=1.04, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.52 | sapma=-9.6%",1.0375,1.0,0.9887
115215,Sömürgecilik Tarihi I,Fen-Edebiyat,Fen-Sosyal,5,4.2443,5.1907,4.7175,4.6229,4.5282,4.4336,4.5282,-0.4718,-9.44,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.24 | kural_akts=5.19 (K_bilissel=1.05, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.53 | sapma=-9.4%",1.05,1.0,0.9887
115241,Mezopotamya Tarihi,Fen-Edebiyat,Fen-Sosyal,5,3.8818,5.339,4.6104,4.4647,4.319,4.1732,4.319,-0.681,-13.62,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=3.88 | kural_akts=5.34 (K_bilissel=1.08, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.32 | sapma=-13.6%",1.08,1.0,0.9887
115240,Türkiye’nin Tarihi Coğrafyası,Fen-Edebiyat,Fen-Sosyal,5,3.8818,5.339,4.6104,4.4647,4.319,4.1732,4.319,-0.681,-13.62,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=3.88 | kural_akts=5.34 (K_bilissel=1.08, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.32 | sapma=-13.6%",1.08,1.0,0.9887
115239,Eski Anadolu Tarihi II,Fen-Edebiyat,Fen-Sosyal,5,4.4232,5.4379,4.9306,4.8291,4.7276,4.6261,4.7276,-0.2724,-5.45,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.42 | kural_akts=5.44 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.73 | sapma=-5.5%",1.1,1.0,0.9887
115238,Roma Tarihi ,Fen-Edebiyat,Fen-Sosyal,5,4.5616,5.4379,4.9998,4.9121,4.8245,4.7369,4.8245,-0.1755,-3.51,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.56 | kural_akts=5.44 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.82 | sapma=-3.5%",1.1,1.0,0.9887
115237,Eski Anadolu Tarihi I ,Fen-Edebiyat,Fen-Sosyal,5,4.4869,5.4379,4.9624,4.8673,4.7722,4.6771,4.7722,-0.2278,-4.56,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.49 | kural_akts=5.44 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.77 | sapma=-4.6%",1.1,1.0,0.9887
115233,Osmanlı Dönemi Nüfus Hareketleri ,Fen-Edebiyat,Fen-Sosyal,5,4.3609,5.1081,4.7345,4.6598,4.5851,4.5103,4.5851,-0.4149,-8.3,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.36 | kural_akts=5.11 (K_bilissel=1.03, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.59 | sapma=-8.3%",1.0333,1.0,0.9887
115232,Tarih ve Sinema ,Fen-Edebiyat,Fen-Sosyal,5,4.432,5.1907,4.8114,4.7355,4.6596,4.5837,4.6596,-0.3404,-6.81,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.43 | kural_akts=5.19 (K_bilissel=1.05, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.66 | sapma=-6.8%",1.05,1.0,0.9887
115228,Tarih ve Edebiyat İlişkisi ,Fen-Edebiyat,Fen-Sosyal,5,4.7599,5.4379,5.0989,5.0311,4.9633,4.8955,4.9633,-0.0367,-0.73,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.76 | kural_akts=5.44 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.96 | sapma=-0.7%",1.1,1.0,0.9887
115173,Orta Asya Türk Tarihi I,Fen-Edebiyat,Fen-Sosyal,5,4.3059,5.2732,4.7896,4.6928,4.5961,4.4994,4.5961,-0.4039,-8.08,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.31 | kural_akts=5.27 (K_bilissel=1.07, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.60 | sapma=-8.1%",1.0667,1.0,0.9887
115227,Tarih Yazıcılığı II,Fen-Edebiyat,Fen-Sosyal,5,4.229,5.0424,4.6357,4.5544,4.473,4.3917,4.473,-0.527,-10.54,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=4.23 | kural_akts=5.04 (K_bilissel=1.02, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.47 | sapma=-10.5%",1.02,1.0,0.9887
115224,Osmanlı Diplomasi Tarihi ,Fen-Edebiyat,Fen-Sosyal,5,4.229,5.0424,4.6357,4.5544,4.473,4.3917,4.473,-0.527,-10.54,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=4.23 | kural_akts=5.04 (K_bilissel=1.02, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.47 | sapma=-10.5%",1.02,1.0,0.9887
115223,Türk Tarihi ve Seyahatnameler ,Fen-Edebiyat,Fen-Sosyal,5,4.4925,4.9435,4.718,4.6729,4.6278,4.5827,4.6278,-0.3722,-7.44,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.49 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.63 | sapma=-7.4%",1.0,1.0,0.9887
115222,Osmanlı Fikir Hareketleri ,Fen-Edebiyat,Fen-Sosyal,5,4.4682,4.9435,4.7058,4.6583,4.6108,4.5633,4.6108,-0.3892,-7.78,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.47 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.61 | sapma=-7.8%",1.0,1.0,0.9887
115221,Gündelik Yaşamın Tarihi ,Fen-Edebiyat,Fen-Sosyal,5,4.5312,4.9435,4.7374,4.6961,4.6549,4.6137,4.6549,-0.3451,-6.9,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.53 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.65 | sapma=-6.9%",1.0,1.0,0.9887
115220,Tarih Yazıcılığı I,Fen-Edebiyat,Fen-Sosyal,5,4.7084,5.4379,5.0732,5.0002,4.9272,4.8543,4.9272,-0.0728,-1.46,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.71 | kural_akts=5.44 (K_bilissel=1.10, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.93 | sapma=-1.5%",1.1,1.0,0.9887
115218,Sömürgecilik Tarihi II,Fen-Edebiyat,Fen-Sosyal,5,4.9197,5.7676,5.3436,5.2589,5.1741,5.0893,5.1741,0.1741,3.48,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.92 | kural_akts=5.77 (K_bilissel=1.17, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.17 | sapma=+3.5%",1.1667,1.0,0.9887
115217,Düşünce Tarihi II,Fen-Edebiyat,Fen-Sosyal,5,4.3886,5.3991,4.8939,4.7928,4.6918,4.5907,4.6918,-0.3082,-6.16,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.39 | kural_akts=5.40 (K_bilissel=1.06, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.69 | sapma=-6.2%",1.06,1.0,1.0187
115216,Tarih Felsefesi II,Fen-Edebiyat,Fen-Sosyal,5,4.9338,5.8066,5.3702,5.2829,5.1956,5.1084,5.1956,0.1956,3.91,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.93 | kural_akts=5.81 (K_bilissel=1.14, K_profil=1.00, K_etkinlik=1.02) | adaptif=5.20 | sapma=+3.9%",1.14,1.0,1.0187
115226,Mizahın Tarihi,Fen-Edebiyat,Fen-Sosyal,5,4.9062,5.6356,5.2709,5.198,5.125,5.0521,5.125,0.125,2.5,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.91 | kural_akts=5.64 (K_bilissel=1.14, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.12 | sapma=+2.5%",1.14,1.0,0.9887
115242,Eski Mısır Tarihi,Fen-Edebiyat,Fen-Sosyal,5,4.3939,5.339,4.8665,4.7719,4.6774,4.5829,4.6774,-0.3226,-6.45,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.39 | kural_akts=5.34 (K_bilissel=1.08, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.68 | sapma=-6.5%",1.08,1.0,0.9887
115166,Harizmşahlar ,Fen-Edebiyat,Fen-Sosyal,5,4.5765,5.1081,4.8423,4.7891,4.736,4.6828,4.736,-0.264,-5.28,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.58 | kural_akts=5.11 (K_bilissel=1.03, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.74 | sapma=-5.3%",1.0333,1.0,0.9887
115146,Osmanlı Yenileşme Hareketleri ,Fen-Edebiyat,Fen-Sosyal,5,4.898,5.5367,5.2174,5.1535,5.0896,5.0257,5.0896,0.0896,1.79,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.90 | kural_akts=5.54 (K_bilissel=1.12, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.09 | sapma=+1.8%",1.12,1.0,0.9887
113249,Eski Yunan Nümismatiği,Fen-Edebiyat,Fen-Sosyal,5,4.3296,5.0935,4.7116,4.6352,4.5588,4.4824,4.5588,-0.4412,-8.82,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.33 | kural_akts=5.09 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.56 | sapma=-8.8%",1.0,1.0,1.0187
113248,Hitit Sanatı,Fen-Edebiyat,Fen-Sosyal,5,5.1781,5.6025,5.3903,5.3479,5.3054,5.263,5.3054,0.3054,6.11,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=5.18 | kural_akts=5.60 (K_bilissel=1.13, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.31 | sapma=+6.1%",1.1333,1.0,0.9887
113247,Suriye Arkeolojisi,Fen-Edebiyat,Fen-Sosyal,5,5.0767,5.8496,5.4632,5.3859,5.3086,5.2313,5.3086,0.3086,6.17,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=5.08 | kural_akts=5.85 (K_bilissel=1.18, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.31 | sapma=+6.2%",1.1833,1.0,0.9887
113246,Roma Dönemi Heykeltıraşlığı,Fen-Edebiyat,Fen-Sosyal,5,4.9883,5.501,5.2446,5.1934,5.1421,5.0908,5.1421,0.1421,2.84,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.99 | kural_akts=5.50 (K_bilissel=1.08, K_profil=1.00, K_etkinlik=1.02) | adaptif=5.14 | sapma=+2.8%",1.08,1.0,1.0187
113245,Roma Dönemi Seramiği,Fen-Edebiyat,Fen-Sosyal,5,4.5128,5.4609,4.9869,4.892,4.7972,4.7024,4.7972,-0.2028,-4.06,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.51 | kural_akts=5.46 (K_bilissel=1.01, K_profil=1.00, K_etkinlik=1.08) | adaptif=4.80 | sapma=-4.1%",1.0125,1.0,1.0787
113244,Anadolu’nun Yerel Kültleri,Fen-Edebiyat,Fen-Sosyal,5,5.375,6.1299,5.7524,5.677,5.6015,5.526,5.6015,0.6015,12.03,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=5.38 | kural_akts=6.13 (K_bilissel=1.24, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.60 | sapma=+12.0%",1.24,1.0,0.9887
113243,Madenicilik Teknolojileri,Fen-Edebiyat,Fen-Sosyal,4,5.0461,4.8118,4.929,4.9524,4.9758,4.9992,4.9758,0.9758,24.4,Kabul edilebilir,"AKTS_mevcut=4.0 | model_tahmin=5.05 | kural_akts=4.81 (K_bilissel=1.22, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.98 | sapma=+24.4%",1.2167,1.0,0.9887
113242,Çevresel Arkeoloji,Fen-Edebiyat,Fen-Sosyal,5,4.4222,5.1786,4.8004,4.7248,4.6491,4.5735,4.6491,-0.3509,-7.02,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.42 | kural_akts=5.18 (K_bilissel=1.02, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.65 | sapma=-7.0%",1.0167,1.0,1.0187
113241,Hititlerde Sosyal Yaşam,Fen-Edebiyat,Fen-Sosyal,5,5.3129,6.0311,5.672,5.6002,5.5284,5.4565,5.5284,0.5284,10.57,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=5.31 | kural_akts=6.03 (K_bilissel=1.22, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.53 | sapma=+10.6%",1.22,1.0,0.9887
113240,İnsanın Kültürel ve Teknolojik Evrimi,Fen-Edebiyat,Fen-Sosyal,5,4.4033,5.6025,5.0029,4.883,4.7631,4.6431,4.7631,-0.2369,-4.74,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.40 | kural_akts=5.60 (K_bilissel=1.13, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.76 | sapma=-4.7%",1.1333,1.0,0.9887
113238,Orta Çağ Seramikleri,Fen-Edebiyat,Fen-Sosyal,5,4.9381,5.7676,5.3528,5.2699,5.1869,5.104,5.1869,0.1869,3.74,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.94 | kural_akts=5.77 (K_bilissel=1.17, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.19 | sapma=+3.7%",1.1667,1.0,0.9887
113237,Hellenistik Dönem Heykeltıraşlığı,Fen-Edebiyat,Fen-Sosyal,5,4.7155,5.501,5.1082,5.0297,4.9512,4.8726,4.9512,-0.0488,-0.98,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.72 | kural_akts=5.50 (K_bilissel=1.08, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.95 | sapma=-1.0%",1.08,1.0,1.0187
113236,Antik Nümistaiğe Giriş,Fen-Edebiyat,Fen-Sosyal,4,4.3711,3.9548,4.163,4.2046,4.2462,4.2878,4.2462,0.2462,6.16,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.37 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.25 | sapma=+6.2%",1.0,1.0,0.9887
113235,Kalkolitik Çağ'da Önasya,Fen-Edebiyat,Fen-Sosyal,5,4.4887,5.3746,4.9316,4.8431,4.7545,4.6659,4.7545,-0.2455,-4.91,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.49 | kural_akts=5.37 (K_bilissel=1.02, K_profil=1.00, K_etkinlik=1.05) | adaptif=4.75 | sapma=-4.9%",1.025,1.0,1.0487
113234,Hellenistik Dönem Seramiği,Fen-Edebiyat,Fen-Sosyal,5,4.634,5.4836,5.0588,4.9738,4.8889,4.8039,4.8889,-0.1111,-2.22,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.63 | kural_akts=5.48 (K_bilissel=1.02, K_profil=1.00, K_etkinlik=1.08) | adaptif=4.89 | sapma=-2.2%",1.0167,1.0,1.0787
113233,Amphora,Fen-Edebiyat,Fen-Sosyal,5,4.5907,5.2435,4.9171,4.8518,4.7865,4.7213,4.7865,-0.2135,-4.27,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.59 | kural_akts=5.24 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.05) | adaptif=4.79 | sapma=-4.3%",1.0,1.0,1.0487
113231,Anadolu’nun Tunç Çağı Tarihi Coğrafyası ,Fen-Edebiyat,Fen-Sosyal,5,4.4772,5.1412,4.8092,4.7428,4.6764,4.61,4.6764,-0.3236,-6.47,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.48 | kural_akts=5.14 (K_bilissel=1.04, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.68 | sapma=-6.5%",1.04,1.0,0.9887
113250,Roma Portre Sanatı,Fen-Edebiyat,Fen-Sosyal,5,4.466,5.0935,4.7798,4.717,4.6542,4.5915,4.6542,-0.3458,-6.92,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.47 | kural_akts=5.09 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.65 | sapma=-6.9%",1.0,1.0,1.0187
113251,Paleolitik Sanat,Fen-Edebiyat,Fen-Sosyal,5,4.3329,5.0261,4.6795,4.6102,4.5409,4.4715,4.5409,-0.4591,-9.18,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.33 | kural_akts=5.03 (K_bilissel=1.02, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.54 | sapma=-9.2%",1.0167,1.0,0.9887
113252,Kuramsal Arkeoloji,Fen-Edebiyat,Fen-Sosyal,5,4.4137,5.0935,4.7536,4.6856,4.6176,4.5497,4.6176,-0.3824,-7.65,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.41 | kural_akts=5.09 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.62 | sapma=-7.7%",1.0,1.0,1.0187
113253,Geç Hitit Sanatı,Fen-Edebiyat,Fen-Sosyal,5,5.2618,6.0311,5.6464,5.5695,5.4926,5.4157,5.4926,0.4926,9.85,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=5.26 | kural_akts=6.03 (K_bilissel=1.22, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.49 | sapma=+9.8%",1.22,1.0,0.9887
115145,Rusya Tarihi,Fen-Edebiyat,Fen-Sosyal,5,4.5312,4.9435,4.7374,4.6961,4.6549,4.6137,4.6549,-0.3451,-6.9,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.53 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.65 | sapma=-6.9%",1.0,1.0,0.9887
115139,Balkan Tarihi II,Fen-Edebiyat,Fen-Sosyal,5,4.4142,5.2184,4.8163,4.7359,4.6555,4.575,4.6555,-0.3445,-6.89,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.41 | kural_akts=5.22 (K_bilissel=1.06, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.66 | sapma=-6.9%",1.0556,1.0,0.9887
115137,Balkan Tarihi I,Fen-Edebiyat,Fen-Sosyal,5,4.4772,5.1412,4.8092,4.7428,4.6764,4.61,4.6764,-0.3236,-6.47,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.48 | kural_akts=5.14 (K_bilissel=1.04, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.68 | sapma=-6.5%",1.04,1.0,0.9887
115133,İletişim Tarihi II,Fen-Edebiyat,Fen-Sosyal,5,5.7227,5.5367,5.6297,5.6483,5.6669,5.6855,5.6669,0.6669,13.34,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=5.72 | kural_akts=5.54 (K_bilissel=1.12, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.67 | sapma=+13.3%",1.12,1.0,0.9887
115132,İletişim Tarihi I,Fen-Edebiyat,Fen-Sosyal,5,4.2995,5.1412,4.7204,4.6362,4.552,4.4678,4.552,-0.448,-8.96,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.30 | kural_akts=5.14 (K_bilissel=1.04, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.55 | sapma=-9.0%",1.04,1.0,0.9887
115131,Osmanlıca Tarihi Metinler II,Fen-Edebiyat,Fen-Sosyal,5,4.4925,4.9435,4.718,4.6729,4.6278,4.5827,4.6278,-0.3722,-7.44,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.49 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.63 | sapma=-7.4%",1.0,1.0,0.9887
115130,Osmanlıca Tarihi Metinler I,Fen-Edebiyat,Fen-Sosyal,5,4.4925,4.9435,4.718,4.6729,4.6278,4.5827,4.6278,-0.3722,-7.44,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.49 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.63 | sapma=-7.4%",1.0,1.0,0.9887
115129,Ortadoğu Tarihi II,Fen-Edebiyat,Fen-Sosyal,4,4.5312,3.9548,4.243,4.3006,4.3583,4.4159,4.3583,0.3583,8.96,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.53 | kural_akts=3.95 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.36 | sapma=+9.0%",1.0,1.0,0.9887
115160,Anadolu Beylikleri,Fen-Edebiyat,Fen-Sosyal,5,4.2995,5.1412,4.7204,4.6362,4.552,4.4678,4.552,-0.448,-8.96,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.30 | kural_akts=5.14 (K_bilissel=1.04, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.55 | sapma=-9.0%",1.04,1.0,0.9887
115128,Osmanlı Diplomatikası II,Fen-Edebiyat,Fen-Sosyal,5,4.4633,5.1412,4.8023,4.7345,4.6667,4.5989,4.6667,-0.3333,-6.67,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.46 | kural_akts=5.14 (K_bilissel=1.04, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.67 | sapma=-6.7%",1.04,1.0,0.9887
115126,Osmanlı Diplomatikası I,Fen-Edebiyat,Fen-Sosyal,5,4.9062,5.6356,5.2709,5.198,5.125,5.0521,5.125,0.125,2.5,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.91 | kural_akts=5.64 (K_bilissel=1.14, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.12 | sapma=+2.5%",1.14,1.0,0.9887
115123,Osmanlı Paleografyası II,Fen-Edebiyat,Fen-Sosyal,5,5.2349,5.9322,5.5836,5.5138,5.4441,5.3744,5.4441,0.4441,8.88,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=5.23 | kural_akts=5.93 (K_bilissel=1.20, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.44 | sapma=+8.9%",1.2,1.0,0.9887
115121,Osmanlı Paleografyası I,Fen-Edebiyat,Fen-Sosyal,5,4.4104,4.9435,4.677,4.6236,4.5703,4.517,4.5703,-0.4297,-8.59,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.41 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.57 | sapma=-8.6%",1.0,1.0,0.9887
113258,Bilimsel Yazım Teknikleri,Fen-Edebiyat,Fen-Sosyal,5,4.4417,5.883,5.1624,5.0182,4.8741,4.73,4.8741,-0.1259,-2.52,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.44 | kural_akts=5.88 (K_bilissel=1.10, K_profil=1.05, K_etkinlik=1.02) | adaptif=4.87 | sapma=-2.5%",1.1,1.05,1.0187
113257,Arkaik Dönem Heykeltraşlığı,Fen-Edebiyat,Fen-Sosyal,4,4.4579,4.0748,4.2664,4.3047,4.343,4.3813,4.343,0.343,8.58,Güçlü uyum,"AKTS_mevcut=4.0 | model_tahmin=4.46 | kural_akts=4.07 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=1.02) | adaptif=4.34 | sapma=+8.6%",1.0,1.0,1.0187
113256,Arkeolojide Bilgi Teknolojileri,Fen-Edebiyat,Fen-Sosyal,5,4.7587,5.6158,5.1873,5.1015,5.0158,4.9301,5.0158,0.0158,0.32,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.76 | kural_akts=5.62 (K_bilissel=1.02, K_profil=1.05, K_etkinlik=1.05) | adaptif=5.02 | sapma=+0.3%",1.02,1.05,1.0487
113255,Eski Roma Kültleri ve Ritüelleri,Fen-Edebiyat,Fen-Sosyal,5,4.8809,6.1794,5.5302,5.4003,5.2704,5.1406,5.2704,0.2704,5.41,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.88 | kural_akts=6.18 (K_bilissel=1.25, K_profil=1.00, K_etkinlik=0.99) | adaptif=5.27 | sapma=+5.4%",1.25,1.0,0.9887
113254,Eski Roma Nümismatiği,Fen-Edebiyat,Fen-Sosyal,5,4.158,4.9435,4.5508,4.4722,4.3936,4.3151,4.3936,-0.6064,-12.13,Kabul edilebilir,"AKTS_mevcut=5.0 | model_tahmin=4.16 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.39 | sapma=-12.1%",1.0,1.0,0.9887
115127,Ortadoğu Tarihi I,Fen-Edebiyat,Fen-Sosyal,5,4.5312,4.9435,4.7374,4.6961,4.6549,4.6137,4.6549,-0.3451,-6.9,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.53 | kural_akts=4.94 (K_bilissel=1.00, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.65 | sapma=-6.9%",1.0,1.0,0.9887
115243,Eski Anadolu’da Yazı,Fen-Edebiyat,Fen-Sosyal,5,4.2995,5.1412,4.7204,4.6362,4.552,4.4678,4.552,-0.448,-8.96,Güçlü uyum,"AKTS_mevcut=5.0 | model_tahmin=4.30 | kural_akts=5.14 (K_bilissel=1.04, K_profil=1.00, K_etkinlik=0.99) | adaptif=4.55 | sapma=-9.0%",1.04,1.0,0.9887
